CVEGEO,CVE_ENT,CVE_MUN,CVE_LOC,CVE_AGEB,CVE_MZA,AMBITO,TIPOMZA,acceso_bomberos_km,intersecciones_km2,densidad_vial,tipo_vial_pct,poblacion_total,densidad_pob,viviendas,riesgo_base,ocurrio_incendio,ia_probabilidad_incendio,riesgo_pob_vial,aislamiento_tactico,total_incendios
0803700016646056,8,37,1,6646,56,Urbana,Típica,6.05,0.0,0.0,0.0,79.0,79.0,3,MEDIO,0,0.33181118546896016,0.0,605.0,0
0803700016646055,8,37,1,6646,55,Urbana,Típica,5.82,23.95,0.0,0.0,15.0,15.0,105,MEDIO,0,0.5888024243426004,0.0,582.0,0
0803700016646054,8,37,1,6646,54,Urbana,Típica,6.07,0.0,26.49,0.0,0.0,0.0,15,MEDIO,0,0.35565759094086696,0.0,0.22905660377358492,0
0803700016646043,8,37,1,6646,43,Urbana,Típica,6.47,0.0,0.0,0.0,133.0,133.0,12,MEDIO,0,0.22965025481978543,0.0,647.0,0
0803700016665048,8,37,1,6665,48,Urbana,Típica,5.88,0.0,0.0,0.0,36.0,36.0,13,ALTO,0,0.511659993479267,0.0,588.0,0
080370001667A043,8,37,1,667A,43,Urbana,Típica,8.42,0.0,0.0,0.0,58.0,58.0,7,MEDIO,0,0.10883874849474885,0.0,842.0,0
0803700016646041,8,37,1,6646,41,Urbana,Típica,6.55,0.0,0.0,0.0,138.0,138.0,16,MEDIO,0,0.2744540654853341,0.0,655.0,0
0803700016646035,8,37,1,6646,35,Urbana,Típica,6.79,0.0,0.0,0.0,123.0,123.0,13,MEDIO,0,0.21924043296133575,0.0,679.0,0
0803700016646033,8,37,1,6646,33,Urbana,Típica,6.86,0.0,0.0,0.0,82.0,82.0,6,MEDIO,0,0.15842085999349106,0.0,686.0,0
0803700016646032,8,37,1,6646,32,Urbana,Típica,6.9,0.0,0.0,0.0,0.0,0.0,16,MEDIO,0,0.18483065405352397,0.0,690.0,0
0803700016646021,8,37,1,6646,21,Urbana,Típica,6.66,0.0,0.0,0.0,114.0,114.0,4,MEDIO,0,0.20827103003823288,0.0,666.0,0
0803700016646020,8,37,1,6646,20,Urbana,Típica,6.74,0.0,42.61,0.0,0.0,0.0,8,MEDIO,0,0.3074457281961257,0.0,0.1581417175035195,0
0803700016646019,8,37,1,6646,19,Urbana,Típica,6.65,0.0,0.0,0.0,0.0,0.0,6,ALTO,0,0.21921784068305045,0.0,665.0,0
0803700016646018,8,37,1,6646,18,Urbana,Típica,6.61,0.0,0.0,0.0,146.0,146.0,11,ALTO,0,0.2607456184548365,0.0,661.0,0
0803700016646017,8,37,1,6646,17,Urbana,Típica,6.57,0.0,0.0,0.0,167.0,167.0,13,ALTO,0,0.228010272085241,0.0,657.0,0
0803700016646008,8,37,1,6646,8,Urbana,Típica,6.31,0.0,0.0,0.0,148.0,148.0,11,ALTO,0,0.2854855621155179,0.0,631.0,0
0803700016646007,8,37,1,6646,7,Urbana,Típica,6.4,0.0,0.0,0.0,0.0,0.0,5,MEDIO,0,0.22295347286695846,0.0,640.0,0
0803700016631049,8,37,1,6631,49,Urbana,Típica,6.45,0.0,0.0,0.0,168.0,168.0,15,MEDIO,0,0.2215782076061152,0.0,645.0,0
0803700016631048,8,37,1,6631,48,Urbana,Típica,6.49,0.0,0.0,0.0,139.0,139.0,7,ALTO,0,0.2744540654853341,0.0,649.0,0
0803700016631047,8,37,1,6631,47,Urbana,Típica,6.53,0.0,0.0,0.0,114.0,114.0,6,ALTO,0,0.20887103003823287,0.0,653.0,0
0803700016631045,8,37,1,6631,45,Urbana,Típica,6.62,0.0,0.0,0.0,122.0,122.0,9,MEDIO,0,0.22569204586456157,0.0,662.0,0
0803700016631038,8,37,1,6631,38,Urbana,Típica,6.84,0.0,0.0,0.0,0.0,0.0,25,MEDIO,0,0.20921784068305044,0.0,684.0,0
0803700016646042,8,37,1,6646,42,Urbana,Típica,6.51,0.0,0.0,0.0,139.0,139.0,7,MEDIO,0,0.2744540654853341,0.0,651.0,0
080370001667A025,8,37,1,667A,25,Urbana,Típica,8.31,0.0,0.0,0.0,10.0,10.0,1,ALTO,0,0.20740520031269138,0.0,831.0,0
0803700016631028,8,37,1,6631,28,Urbana,Típica,7.07,0.0,59.74,0.0,75.0,75.0,5,ALTO,0,0.17203717515393527,4480.5,0.118326359832636,0
0803700016631026,8,37,1,6631,26,Urbana,Típica,6.75,0.0,0.0,0.0,0.0,0.0,8,MEDIO,0,0.20921784068305044,0.0,675.0,0
0803700016631025,8,37,1,6631,25,Urbana,Típica,6.65,0.0,0.0,0.0,132.0,132.0,12,ALTO,0,0.22905025481978544,0.0,665.0,0
0803700016631024,8,37,1,6631,24,Urbana,Típica,6.67,0.0,0.0,0.0,124.0,124.0,9,MEDIO,0,0.22569204586456157,0.0,667.0,0
0803700016631023,8,37,1,6631,23,Urbana,Típica,6.78,0.0,0.0,0.0,87.0,87.0,4,ALTO,0,0.17256956093323678,0.0,678.0,0
0803700016631035,8,37,1,6631,35,Urbana,Típica,6.99,0.0,0.0,0.0,115.0,115.0,6,MEDIO,0,0.17213949454397967,0.0,699.0,0
0803700016631013,8,37,1,6631,13,Urbana,Típica,6.96,0.0,0.0,0.0,72.0,72.0,4,MEDIO,0,0.1085814398004471,0.0,696.0,0
0803700016631012,8,37,1,6631,12,Urbana,Típica,7.03,0.0,0.0,0.0,68.0,68.0,2,ALTO,0,0.10800308994746871,0.0,703.0,0
0803700016631006,8,37,1,6631,6,Urbana,Típica,6.78,0.0,0.0,0.0,120.0,120.0,13,MEDIO,0,0.22007055202891915,0.0,678.0,0
0803700016631005,8,37,1,6631,5,Urbana,Típica,6.72,0.0,0.0,0.0,112.0,112.0,13,ALTO,0,0.20181941713500706,0.0,672.0,0
0803700016608035,8,37,1,6608,35,Urbana,Típica,6.96,0.0,0.0,0.0,93.0,93.0,4,MEDIO,0,0.12499905084340872,0.0,696.0,0
0803700016608034,8,37,1,6608,34,Urbana,Típica,7.0,0.0,0.0,0.0,85.0,85.0,4,MEDIO,0,0.11384801146377546,0.0,700.0,0
0803700016608033,8,37,1,6608,33,Urbana,Típica,7.04,0.0,0.0,0.0,93.0,93.0,7,MEDIO,0,0.12499905084340872,0.0,704.0,0
0803700016699037,8,37,1,6699,37,Urbana,Típica,5.47,0.0,0.0,0.0,93.0,93.0,4,MEDIO,0,0.20457796380779975,0.0,547.0,0
0803700016608032,8,37,1,6608,32,Urbana,Típica,7.09,0.0,0.0,0.0,0.0,0.0,5,MEDIO,0,0.18483065405352397,0.0,709.0,0
0803700016608031,8,37,1,6608,31,Urbana,Típica,7.13,0.0,0.0,0.0,82.0,82.0,6,ALTO,0,0.10713159355332767,0.0,713.0,0
0803700016608037,8,37,1,6608,37,Urbana,Típica,6.76,0.0,42.05,100.0,0.0,0.0,1,MEDIO,0,0.3074457281961257,0.0,0.16072277698525916,0
0803700016608024,8,37,1,6608,24,Urbana,Típica,6.92,0.0,0.0,0.0,0.0,0.0,9,MEDIO,0,0.18483065405352397,0.0,692.0,0
0803700016608013,8,37,1,6608,13,Urbana,Típica,7.0,0.0,0.0,0.0,8.0,8.0,6,MEDIO,0,0.2404145858168327,0.0,700.0,0
0803700016608012,8,37,1,6608,12,Urbana,Típica,6.89,0.0,54.55,0.0,0.0,0.0,10,ALTO,0,0.3074457281961257,0.0,0.12628299120234604,0
0803700016608010,8,37,1,6608,10,Urbana,Típica,6.92,0.0,27.66,0.0,83.0,83.0,7,MEDIO,0,0.12512378161414386,2295.78,0.2500903505601735,0
0803700016608009,8,37,1,6608,9,Urbana,Típica,7.06,0.0,0.0,0.0,88.0,88.0,12,MEDIO,0,0.12128029449307341,0.0,706.0,0
0803700016608008,8,37,1,6608,8,Urbana,Típica,7.15,0.0,0.0,0.0,0.0,0.0,12,ALTO,0,0.18483065405352397,0.0,715.0,0
0803700016608001,8,37,1,6608,1,Urbana,Típica,7.08,0.0,0.0,0.0,43.0,43.0,5,ALTO,0,0.13620000313250485,0.0,708.0,0
0803700016595055,8,37,1,6595,55,Urbana,Típica,7.53,0.0,0.0,0.0,0.0,0.0,0,MEDIO,0,0.18483065405352397,0.0,753.0,0
0803700016595046,8,37,1,6595,46,Urbana,Típica,7.47,0.0,0.0,0.0,124.0,124.0,10,MEDIO,0,0.16795116652117237,0.0,747.0,0
0803700016595045,8,37,1,6595,45,Urbana,Típica,7.49,0.0,0.0,0.0,140.0,140.0,5,MEDIO,0,0.21611318614194489,0.0,749.0,0
0803700016595044,8,37,1,6595,44,Urbana,Típica,7.51,0.0,0.0,0.0,53.0,53.0,3,MEDIO,0,0.12644724096820714,0.0,751.0,0
0803700016595043,8,37,1,6595,43,Urbana,Típica,6.74,0.0,0.0,0.0,0.0,0.0,46,MEDIO,0,0.20921784068305044,0.0,674.0,0
0803700016595033,8,37,1,6595,33,Urbana,Típica,7.23,0.0,0.0,0.0,48.0,48.0,4,MEDIO,0,0.12247821969837068,0.0,723.0,0
0803700016595031,8,37,1,6595,31,Urbana,Típica,6.97,0.0,0.0,0.0,0.0,0.0,2,ALTO,0,0.18483065405352397,0.0,697.0,0
0803700016595030,8,37,1,6595,30,Urbana,Típica,6.93,0.0,0.0,0.0,40.0,40.0,4,ALTO,0,0.19000050847768135,0.0,693.0,0
0803700016595024,8,37,1,6595,24,Urbana,Típica,6.88,0.0,0.0,0.0,58.0,58.0,18,MEDIO,0,0.16348622389013617,0.0,688.0,0
0803700016595023,8,37,1,6595,23,Urbana,Típica,6.97,0.0,0.0,0.0,50.0,50.0,2,ALTO,0,0.12947414679780356,0.0,697.0,0
0803700016595022,8,37,1,6595,22,Urbana,Típica,7.01,0.0,0.0,0.0,57.0,57.0,4,ALTO,0,0.11219695744997277,0.0,701.0,0
0803700016595009,8,37,1,6595,9,Urbana,Típica,6.98,0.0,0.0,0.0,105.0,105.0,4,MEDIO,0,0.12943373678304726,0.0,698.0,0
0803700016595008,8,37,1,6595,8,Urbana,Típica,7.03,0.0,0.0,0.0,122.0,122.0,4,ALTO,0,0.16795116652117237,0.0,703.0,0
0803700016595007,8,37,1,6595,7,Urbana,Típica,7.11,0.0,0.0,0.0,120.0,120.0,8,MEDIO,0,0.1687812855887558,0.0,711.0,0
0803700016595006,8,37,1,6595,6,Urbana,Típica,7.15,0.0,0.0,0.0,100.0,100.0,4,MEDIO,0,0.12690564689540682,0.0,715.0,0
0803700016595005,8,37,1,6595,5,Urbana,Típica,7.19,0.0,0.0,0.0,0.0,0.0,4,ALTO,0,0.18483065405352397,0.0,719.0,0
0803700016595004,8,37,1,6595,4,Urbana,Típica,7.27,0.0,0.0,0.0,0.0,0.0,7,MEDIO,0,0.18483065405352397,0.0,726.9999999999999,0
0803700016580037,8,37,1,6580,37,Urbana,Típica,6.64,0.0,0.0,0.0,56.0,56.0,13,MEDIO,0,0.16993783679336197,0.0,664.0,0
0803700016580024,8,37,1,6580,24,Urbana,Típica,6.6,0.0,0.0,0.0,131.0,131.0,11,MEDIO,0,0.22905025481978544,0.0,660.0,0
0803700016580023,8,37,1,6580,23,Urbana,Típica,6.55,0.0,0.0,0.0,124.0,124.0,6,ALTO,0,0.22629204586456153,0.0,655.0,0
0803700016580022,8,37,1,6580,22,Urbana,Típica,6.51,0.0,0.0,0.0,126.0,126.0,11,ALTO,0,0.22629204586456153,0.0,651.0,0
0803700016580020,8,37,1,6580,20,Urbana,Típica,6.59,0.0,0.0,0.0,54.0,54.0,7,MEDIO,0,0.1767834992034852,0.0,659.0,0
0803700016580019,8,37,1,6580,19,Urbana,Típica,6.64,0.0,0.0,0.0,25.0,25.0,9,ALTO,0,0.24551998178439846,0.0,664.0,0
0803700016580018,8,37,1,6580,18,Urbana,Típica,6.69,0.0,0.0,0.0,35.0,35.0,7,ALTO,0,0.2620644718071341,0.0,669.0,0
0803700016665001,8,37,1,6665,1,Urbana,Típica,5.25,0.0,63.87,0.0,156.0,156.0,12,ALTO,0,0.19977989349910721,9963.72,0.0821853475266124,0
0803700016684025,8,37,1,6684,25,Urbana,Típica,6.9,441.13,59.9,0.0,114.0,114.0,11,ALTO,0,0.17905617476751068,6828.599999999999,0.11517275913870807,0
0803700016580010,8,37,1,6580,10,Urbana,Típica,6.55,0.0,16.24,0.0,26.0,26.0,16,ALTO,0,0.2540844105067239,422.23999999999995,0.40307692307692305,0
0803700016580004,8,37,1,6580,4,Urbana,Típica,6.64,0.0,0.0,0.0,111.0,111.0,4,MEDIO,0,0.20827103003823288,0.0,664.0,0
0803700016576085,8,37,1,6576,85,Urbana,Típica,6.42,0.0,0.0,0.0,33.0,33.0,3,MEDIO,0,0.25868429673592425,0.0,642.0,0
0803700016576083,8,37,1,6576,83,Urbana,Típica,6.72,51.18,16.6,0.0,0.0,0.0,16,MEDIO,0,0.3164443039557592,0.0,0.4045755568934376,0
0803700016576082,8,37,1,6576,82,Urbana,Típica,6.58,0.0,0.0,0.0,163.0,163.0,15,MEDIO,0,0.24788665595153236,0.0,658.0,0
0803700016576081,8,37,1,6576,81,Urbana,Típica,6.5,0.0,0.0,0.0,38.0,38.0,1,MEDIO,0,0.2449831788658467,0.0,650.0,0
0803700016576080,8,37,1,6576,80,Urbana,Típica,6.6,0.0,0.0,0.0,0.0,0.0,8,MEDIO,0,0.21921784068305045,0.0,660.0,0
0803700016576079,8,37,1,6576,79,Urbana,Típica,6.54,0.0,0.0,0.0,142.0,142.0,5,MEDIO,0,0.26872168455291756,0.0,654.0,0
080370001667A011,8,37,1,667A,11,Urbana,Típica,8.04,0.0,0.0,0.0,7.0,7.0,5,MEDIO,0,0.21388048093706188,0.0,803.9999999999999,0
0803700016576069,8,37,1,6576,69,Urbana,Típica,6.21,0.0,0.0,0.0,79.0,79.0,8,MEDIO,0,0.30174050859243606,0.0,621.0,0
0803700014230053,8,37,1,4230,53,Urbana,Típica,5.01,0.0,0.0,0.0,10.0,10.0,1,MEDIO,0,0.5262342649559699,0.0,500.99999999999994,0
0803700014230033,8,37,1,4230,33,Urbana,Típica,4.88,0.0,0.0,0.0,31.0,31.0,6,MEDIO,0,0.31224535289135646,0.0,488.0,0
0803700014226033,8,37,1,4226,33,Urbana,Típica,4.77,0.0,0.0,0.0,45.0,45.0,10,MEDIO,0,0.20165505969692185,0.0,476.99999999999994,0
0803700014194014,8,37,1,4194,14,Urbana,Típica,5.2,0.0,0.0,0.0,37.0,37.0,8,ALTO,0,0.3681047746652575,0.0,520.0,0
080370001418A016,8,37,1,418A,16,Urbana,Típica,5.19,0.0,0.0,0.0,8.0,8.0,0,ALTO,0,0.5250487287158424,0.0,519.0,0
0803700014175059,8,37,1,4175,59,Urbana,Típica,4.51,0.0,0.0,0.0,36.0,36.0,3,MEDIO,0,0.22098918665521436,0.0,450.99999999999994,0
0803700014141012,8,37,1,4141,12,Urbana,Típica,6.07,0.0,16.49,0.0,34.0,34.0,4,ALTO,0,0.2911981949507977,560.66,0.3678787878787879,0
0803700014137033,8,37,1,4137,33,Urbana,Típica,4.69,0.0,0.0,0.0,43.0,43.0,6,MEDIO,0,0.16766163875909146,0.0,469.00000000000006,0
0803700014122038,8,37,1,4122,38,Urbana,Típica,4.76,0.0,0.0,0.0,5.0,5.0,0,MEDIO,0,0.44478705264268725,0.0,475.99999999999994,0
0803700014103031,8,37,1,4103,31,Urbana,Típica,5.62,0.0,0.0,0.0,70.0,70.0,12,ALTO,0,0.3158184191666471,0.0,562.0,0
0803700014067019,8,37,1,4067,19,Urbana,Típica,5.15,0.0,0.0,0.0,24.0,24.0,2,ALTO,0,0.3648590049206224,0.0,515.0,0
0803700014048012,8,37,1,4048,12,Urbana,Típica,4.8,0.0,43.39,0.0,33.0,33.0,3,ALTO,0,0.12346040486181245,1431.8700000000001,0.11059907834101382,0
0803700013961025,8,37,1,3961,25,Urbana,Típica,0.82,0.0,53.02,0.0,171.0,171.0,20,ALTO,0,0.3287803130031995,9066.42,0.015462945502545728,0
0803700013957013,8,37,1,3957,13,Urbana,Típica,3.64,0.0,0.0,0.0,160.0,160.0,22,MEDIO,0,0.13744154803605696,0.0,364.0,0
0803700013942031,8,37,1,3942,31,Urbana,Típica,4.32,0.0,0.0,0.0,10.0,10.0,2,ALTO,0,0.31717626183683206,0.0,432.0,0
0803700013891010,8,37,1,3891,10,Urbana,Típica,3.35,0.0,0.0,0.0,44.0,44.0,20,MEDIO,0,0.11977303828825484,0.0,335.0,0
0803700013853031,8,37,1,3853,31,Urbana,Típica,3.7,0.0,0.0,0.0,97.0,97.0,12,ALTO,0,0.0887096407492526,0.0,370.0,0
0803700013603005,8,37,1,3603,5,Urbana,Típica,4.34,365.45,47.35,0.0,99.0,99.0,4,ALTO,0,0.09784820285955752,4687.650000000001,0.09163851351351351,0
0803700016966029,8,37,1,6966,29,Urbana,Típica,3.91,0.0,134.46,0.0,86.0,86.0,4,MEDIO,0,0.2057312811388713,11563.560000000001,0.029077117572692796,0
0803700016557055,8,37,1,6557,55,Urbana,Típica,5.78,0.0,0.0,0.0,0.0,0.0,0,MEDIO,0,0.5821826977975512,0.0,578.0,0
0803707123143001,8,37,712,3143,1,Rural,Típica,22.09,0.0,26.87,0.0,0.0,0.0,7,ALTO,0,0.3252024311799391,0.0,0.8218005952380951,0
0803706343143007,8,37,634,3143,7,Rural,Típica,18.64,0.0,0.0,0.0,0.0,0.0,8,MEDIO,0,0.13978040070621522,0.0,1864.0,0
0803706133092002,8,37,613,3092,2,Rural,Típica,10.92,0.0,0.0,0.0,19.0,19.0,17,ALTO,0,0.20473651908762933,0.0,1092.0,0
0803700014048020,8,37,1,4048,20,Urbana,Típica,4.48,0.0,0.0,0.0,106.0,106.0,14,MEDIO,0,0.0887096407492526,0.0,448.00000000000006,0
0803700018021066,8,37,1,8021,66,Urbana,Típica,11.7,0.0,52.67,0.0,114.0,114.0,12,MEDIO,0,0.13140546015179685,6004.38,0.22209567198177677,0
0803700018021029,8,37,1,8021,29,Urbana,Típica,12.93,0.0,0.0,0.0,103.0,103.0,10,MEDIO,0,0.1243837985045151,0.0,1293.0,0
0803700017911047,8,37,1,7911,47,Urbana,Típica,10.06,139.07,65.06,0.0,163.0,163.0,10,ALTO,0,0.18949863238652542,10604.78,0.15460273551559858,0
0803700017894048,8,37,1,7894,48,Urbana,Típica,10.11,0.0,0.0,0.0,47.0,47.0,4,ALTO,0,0.11291825914812359,0.0,1010.9999999999999,0
0803700017644025,8,37,1,7644,25,Urbana,Típica,6.06,205.97,0.0,0.0,127.0,127.0,5,ALTO,0,0.3917796374657897,0.0,606.0,0
0803700016082026,8,37,1,6082,26,Urbana,Típica,5.1,0.0,0.0,0.0,30.0,30.0,6,MEDIO,0,0.3670756526915842,0.0,509.99999999999994,0
0803700016082009,8,37,1,6082,9,Urbana,Típica,4.77,0.0,0.0,0.0,38.0,38.0,6,MEDIO,0,0.2608407333635017,0.0,476.99999999999994,0
0803700016059023,8,37,1,6059,23,Urbana,Típica,5.63,0.0,0.0,0.0,0.0,0.0,11,ALTO,0,0.572836998833004,0.0,563.0,0
080370001603A032,8,37,1,603A,32,Urbana,Típica,5.66,0.0,0.0,0.0,33.0,33.0,2,MEDIO,0,0.5074284458878381,0.0,566.0,0
0803700015898027,8,37,1,5898,27,Urbana,Típica,9.0,0.0,0.0,0.0,0.0,0.0,14,MEDIO,0,0.14379825784907235,0.0,900.0,0
080370001585A009,8,37,1,585A,9,Urbana,Típica,2.9,0.0,0.0,0.0,139.0,139.0,5,BAJO,0,0.14484521422275445,0.0,290.0,0
0803700015845043,8,37,1,5845,43,Urbana,Típica,2.29,0.0,77.76,0.0,29.0,29.0,2,BAJO,0,0.4068686007269939,2255.04,0.029445801723029442,0
0803700015510011,8,37,1,5510,11,Urbana,Típica,13.77,0.0,12.72,0.0,44.0,44.0,5,MEDIO,0,0.21893689723582352,559.6800000000001,1.0816967792615868,0
0803700015328037,8,37,1,5328,37,Urbana,Típica,5.4,0.0,18.49,0.0,0.0,0.0,11,MEDIO,0,0.4161142312837927,0.0,0.2918918918918919,0
0803700017625008,8,37,1,7625,8,Urbana,Típica,14.57,21.72,11.06,0.0,129.0,129.0,76,ALTO,0,0.16904496360292054,1426.74,1.3161698283649503,0
0803700015205015,8,37,1,5205,15,Urbana,Típica,0.56,0.0,0.0,0.0,153.0,153.0,18,ALTO,0,0.6211137761035812,0.0,56.00000000000001,0
0803700015192022,8,37,1,5192,22,Urbana,Típica,4.11,0.0,41.58,0.0,18.0,18.0,4,ALTO,0,0.3521621699924639,748.4399999999999,0.09882183217119501,0
0803700015116016,8,37,1,5116,16,Urbana,Típica,6.09,0.0,0.0,0.0,96.0,96.0,12,ALTO,0,0.35249633985982903,0.0,609.0,0
0803700015065031,8,37,1,5065,31,Urbana,Típica,0.18,0.0,49.02,0.0,77.0,77.0,13,ALTO,0,0.489348906395924,3774.5400000000004,0.003671221700999388,0
0803700015031020,8,37,1,5031,20,Urbana,Típica,1.7,0.0,0.0,0.0,33.0,33.0,8,BAJO,0,0.608645713340908,0.0,170.0,0
0803700014993032,8,37,1,4993,32,Urbana,Típica,2.59,0.0,83.67,0.0,17.0,17.0,25,MEDIO,0,0.36003901692606743,1422.39,0.03095124282982791,0
0803700014902050,8,37,1,4902,50,Urbana,Típica,5.6,0.0,0.0,0.0,2.0,2.0,0,MEDIO,0,0.49825537092498,0.0,560.0,0
0803700014902028,8,37,1,4902,28,Urbana,Típica,6.29,245.99,0.0,0.0,46.0,46.0,3,ALTO,0,0.3320265857359727,0.0,629.0,0
0803700014813012,8,37,1,4813,12,Urbana,Típica,12.32,0.0,0.0,0.0,43.0,43.0,20,ALTO,0,0.12664004258225778,0.0,1232.0,0
0803700014781032,8,37,1,4781,32,Urbana,Típica,2.05,0.0,0.0,0.0,21.0,21.0,3,BAJO,0,0.8578489120419548,0.0,204.99999999999997,0
0803700014781013,8,37,1,4781,13,Urbana,Típica,2.14,0.0,0.0,0.0,107.0,107.0,10,BAJO,0,0.3402378130114892,0.0,214.0,0
0803700014777045,8,37,1,4777,45,Urbana,Típica,2.76,0.0,0.0,0.0,150.0,150.0,22,BAJO,0,0.13307823060689103,0.0,276.0,0
0803700014777023,8,37,1,4777,23,Urbana,Típica,3.0,0.0,0.0,0.0,101.0,101.0,12,MEDIO,0,0.08440025617671011,0.0,300.0,0
0803700014692026,8,37,1,4692,26,Urbana,Típica,3.34,0.0,0.0,0.0,28.0,28.0,3,MEDIO,0,0.18932829284580824,0.0,334.0,0
0803700014692008,8,37,1,4692,8,Urbana,Típica,3.34,0.0,0.0,0.0,22.0,22.0,3,ALTO,0,0.2029838221310786,0.0,334.0,0
0803700014688036,8,37,1,4688,36,Urbana,Típica,0.49,0.0,0.0,0.0,26.0,26.0,3,BAJO,0,0.8271487988465082,0.0,49.0,0
0803700014635030,8,37,1,4635,30,Urbana,Típica,1.89,0.0,0.0,0.0,133.0,133.0,12,MEDIO,0,0.32342341933869284,0.0,189.0,0
0803700014620029,8,37,1,4620,29,Urbana,Típica,5.05,0.0,0.0,0.0,60.0,60.0,7,MEDIO,0,0.21092827680069207,0.0,505.0,0
0803700014620011,8,37,1,4620,11,Urbana,Típica,4.81,0.0,0.0,0.0,48.0,48.0,9,MEDIO,0,0.18431997227437946,0.0,480.99999999999994,0
0803700014616032,8,37,1,4616,32,Urbana,Típica,5.51,0.0,0.0,0.0,21.0,21.0,8,MEDIO,0,0.4670228063128172,0.0,551.0,0
0803700014584052,8,37,1,4584,52,Urbana,Típica,6.36,0.0,0.0,0.0,9.0,9.0,1,MEDIO,0,0.27853740463026716,0.0,636.0,0
080370001457A015,8,37,1,457A,15,Urbana,Típica,5.89,0.0,0.0,0.0,60.0,60.0,7,ALTO,0,0.35198955071861493,0.0,589.0,0
0803700014368009,8,37,1,4368,9,Urbana,Típica,3.48,0.0,0.0,0.0,51.0,51.0,4,MEDIO,0,0.10539075494401677,0.0,348.0,0
0803700014353035,8,37,1,4353,35,Urbana,Típica,3.66,0.0,0.0,0.0,61.0,61.0,54,MEDIO,0,0.08708776934890475,0.0,366.0,0
0803700014334011,8,37,1,4334,11,Urbana,Típica,3.82,0.0,53.9,0.0,30.0,30.0,4,ALTO,0,0.11859654967500628,1617.0,0.07085883880541644,0
080370001432A005,8,37,1,432A,5,Urbana,Típica,4.14,0.0,61.3,0.0,48.0,48.0,9,ALTO,0,0.13241322261678606,2942.3999999999996,0.0675256891208612,0
0803700014300031,8,37,1,4300,31,Urbana,Típica,3.19,0.0,40.45,0.0,23.0,23.0,1,ALTO,0,0.2551090183481617,930.35,0.07884330202669303,0
0803700012982022,8,37,1,2982,22,Urbana,Típica,4.02,0.0,24.05,0.0,38.0,38.0,2,ALTO,0,0.18992276973219757,913.9,0.16708229426433913,0
0803700012978018,8,37,1,2978,18,Urbana,Típica,3.95,0.0,42.88,0.0,62.0,62.0,9,ALTO,0,0.10036595368107391,2658.56,0.09209605968757287,0
0803700012963044,8,37,1,2963,44,Urbana,Típica,4.68,48.43,12.84,100.0,262.0,262.0,15,MEDIO,0,0.10375309892462864,3364.08,0.3642023346303502,0
0803700014724033,8,37,1,4724,33,Urbana,Típica,10.36,0.0,0.0,0.0,10.0,10.0,63,MEDIO,0,0.20318538110174267,0.0,1036.0,0
0803700012925023,8,37,1,2925,23,Urbana,Típica,1.41,0.0,0.0,0.0,94.0,94.0,8,MEDIO,0,0.5891830347185522,0.0,141.0,0
0803700012889021,8,37,1,2889,21,Urbana,Típica,9.54,0.0,0.0,0.0,4.0,4.0,53,MEDIO,0,0.18026253271873663,0.0,953.9999999999999,0
0803700012836011,8,37,1,2836,11,Urbana,Típica,2.55,0.0,0.0,0.0,40.0,40.0,10,BAJO,0,0.20342577170843085,0.0,254.99999999999997,0
0803700012821041,8,37,1,2821,41,Urbana,Típica,2.22,0.0,18.78,0.0,0.0,0.0,6,BAJO,0,0.6582815721239207,0.0,0.11814795103778605,0
0803700012817004,8,37,1,2817,4,Urbana,Típica,0.56,0.0,0.0,0.0,26.0,26.0,8,BAJO,0,0.8271487988465082,0.0,56.00000000000001,0
0803700012770019,8,37,1,2770,19,Urbana,Típica,2.88,0.0,0.0,0.0,45.0,45.0,11,ALTO,0,0.11665432017840721,0.0,288.0,0
0803700012766025,8,37,1,2766,25,Urbana,Típica,3.0,0.0,0.0,0.0,43.0,43.0,8,ALTO,0,0.11715538303902064,0.0,300.0,0
0803706356453017,8,37,635,6453,17,Urbana,Típica,14.17,0.0,0.0,0.0,5.0,5.0,16,ALTO,0,0.17624467557587953,0.0,1417.0,0
0803706343143104,8,37,634,3143,104,Rural,Típica,18.58,139.06,49.65,0.0,0.0,0.0,10,MEDIO,0,0.3000472177869369,0.0,0.37414418042690295,0
0803700017911011,8,37,1,7911,11,Urbana,Típica,9.71,0.0,0.0,0.0,139.0,139.0,5,MEDIO,0,0.21106324786341277,0.0,971.0000000000001,0
0803700017907036,8,37,1,7907,36,Urbana,Típica,10.41,0.0,0.0,0.0,19.0,19.0,1,MEDIO,0,0.20473651908762933,0.0,1041.0,0
0803700016186001,8,37,1,6186,1,Urbana,Típica,2.52,0.0,0.0,0.0,36.0,36.0,32,ALTO,0,0.484233008397431,0.0,252.0,0
0803700016129005,8,37,1,6129,5,Urbana,Típica,2.94,0.0,0.0,0.0,104.0,104.0,4,MEDIO,0,0.08440025617671011,0.0,294.0,0
0803700014781046,8,37,1,4781,46,Urbana,Típica,2.28,0.0,0.0,0.0,3.0,3.0,0,BAJO,0,0.8916493554714577,0.0,227.99999999999997,0
0803700014669001,8,37,1,4669,1,Urbana,Típica,3.41,320.38,24.21,0.0,231.0,231.0,9,ALTO,0,0.11588139468599092,5592.51,0.1407927332782824,0
0803700012376051,8,37,1,2376,51,Urbana,Típica,4.95,0.0,0.0,0.0,52.0,52.0,6,ALTO,0,0.2275612925788042,0.0,495.0,0
