CVEGEO,CVE_MZA,TIPOMZA,total_incendios,acceso_bomberos_km,densidad_vial,poblacion_total,riesgo_base,densidad_incendios_500m,distancia_bomberos_m
0803700014071009,9,Típica,0.0,5.52,0.0,18,MEDIO,0,5516.231350814198
0803700014071008,8,Típica,1.0,5.5,0.0,16,ALTO,0,5499.731958396235
0803700014067056,56,Típica,0.0,5.07,77.24,26,ALTO,0,5065.166959139142
0803700014067055,55,Típica,0.0,5.39,26.91,18,MEDIO,0,5390.3518416219895
0803700014067054,54,Típica,0.0,5.36,0.0,13,MEDIO,0,5357.7781253927815
0803700014067053,53,Típica,0.0,5.31,0.0,10,MEDIO,0,5306.164237470982
0803700014067052,52,Típica,0.0,5.27,136.48,19,MEDIO,0,5267.743716017746
0803700014067051,51,Típica,1.0,5.11,46.03,29,ALTO,0,5112.229088162013
0803700014067050,50,Típica,0.0,5.35,43.85,41,ALTO,0,5347.625692158427
0803700014067049,49,Típica,0.0,5.26,0.0,20,MEDIO,0,5255.921535661106
0803700014067035,35,Típica,0.0,5.5,0.0,24,MEDIO,0,5504.971602914432
0803700014067034,34,Típica,0.0,5.56,43.67,58,MEDIO,0,5556.420006111429
0803700014067033,33,Típica,0.0,5.6,71.8,34,MEDIO,0,5602.854500289586
0803700014067031,31,Típica,1.0,5.61,79.75,50,ALTO,0,5606.931592911955
0803700014067030,30,Típica,4.0,5.56,0.0,18,ALTO,0,5560.903882063356
0803700014067029,29,Típica,0.0,5.52,0.0,49,MEDIO,0,5515.4225904510395
0803700014067018,18,Típica,1.0,5.1,56.61,20,ALTO,0,5103.116344084047
0803700014067017,17,Típica,1.0,5.41,0.0,30,ALTO,0,5410.3219208623905
0803700014067016,16,Típica,2.0,5.46,48.32,26,ALTO,0,5461.38178523318
0803700014067015,15,Típica,1.0,5.51,0.0,29,ALTO,0,5510.2761753377945
0803700014067014,14,Típica,1.0,5.46,0.0,43,ALTO,0,5464.879861280513
0803700014067013,13,Típica,0.0,5.43,90.63,21,MEDIO,0,5434.549437151727
0803700014067012,12,Típica,2.0,5.24,142.87,21,ALTO,0,5242.983074769365
0803700014067002,2,Típica,1.0,5.37,20.21,20,ALTO,0,5368.591545298126
0803700014067001,1,Típica,2.0,5.32,0.0,15,ALTO,0,5324.515956256413
0803700014052043,43,Típica,0.0,4.59,0.0,19,MEDIO,0,4585.878401023685
0803700014052041,41,Típica,0.0,4.29,0.0,57,MEDIO,0,4288.306078850222
0803700014052040,40,Típica,0.0,4.17,0.0,144,MEDIO,0,4170.786737232143
0803700014052039,39,Típica,2.0,4.28,15.32,103,ALTO,0,4283.54797144027
0803700014052036,36,Típica,0.0,4.47,48.2,34,ALTO,0,4473.205885331624
0803700014052023,23,Típica,1.0,4.36,0.0,103,ALTO,0,4364.5277030133175
0803700014052022,22,Típica,1.0,4.47,41.19,49,ALTO,0,4469.083783817057
0803700014052021,21,Típica,0.0,4.51,80.81,45,ALTO,0,4507.2593496286645
0803700014052020,20,Típica,0.0,4.56,81.22,25,MEDIO,0,4562.885346133822
0803700014052019,19,Típica,1.0,4.58,47.12,55,ALTO,0,4583.757663036217
0803700014052018,18,Típica,1.0,4.52,43.88,0,ALTO,0,4523.0067515358205
0803700014052017,17,Típica,1.0,4.45,0.0,39,ALTO,0,4447.092716754963
0803700014052007,7,Típica,0.0,4.44,0.0,99,MEDIO,0,4444.4669028435665
0803700014052006,6,Típica,0.0,4.36,0.0,37,MEDIO,0,4360.378945019248
0803700014052005,5,Típica,1.0,4.31,53.11,26,ALTO,0,4306.605161074071
0803700014052004,4,Típica,0.0,4.26,6.16,128,MEDIO,0,4264.304090136663
0803700014052003,3,Típica,5.0,4.38,85.4,36,ALTO,0,4377.9554296020515
0803700014052002,2,Típica,1.0,4.43,39.57,32,ALTO,0,4432.962515279726
0803700014052001,1,Típica,2.0,4.4,0.0,77,ALTO,0,4395.319681246998
0803700014048048,48,Típica,1.0,5.01,11.35,14,ALTO,0,5005.08861069865
0803700014048033,33,Típica,0.0,4.9,0.0,4,MEDIO,0,4897.352175245237
0803700014048032,32,Típica,0.0,4.94,50.48,46,ALTO,0,4943.555382962137
0803700014048031,31,Típica,1.0,4.9,82.7,71,ALTO,0,4899.703717468041
0803700014048030,30,Típica,4.0,4.86,44.3,44,ALTO,0,4855.217224843052
0803700014048029,29,Típica,0.0,4.5,70.92,27,MEDIO,0,4500.129441985104
0803700014048028,28,Típica,1.0,4.54,71.83,58,ALTO,0,4539.330287249606
0803700014048027,27,Típica,0.0,4.8,180.18,13,MEDIO,0,4798.577913792767
0803700014048011,11,Típica,0.0,4.76,48.89,19,MEDIO,0,4759.904286588105
0803700014048010,10,Típica,0.0,4.72,46.19,37,MEDIO,0,4720.176034440995
0803700014048009,9,Típica,0.0,4.66,0.0,10,MEDIO,0,4664.088356815491
0803700014048007,7,Típica,0.0,4.51,0.0,85,MEDIO,0,4511.164304671998
0803700014048006,6,Típica,0.0,4.6,0.0,31,MEDIO,0,4597.812643906756
0803700014048005,5,Típica,1.0,4.64,96.49,82,ALTO,0,4637.878714902586
0803700014033028,28,Típica,1.0,5.05,0.0,81,ALTO,0,5045.140634197618
0803700014071034,34,Típica,0.0,5.44,40.88,41,MEDIO,0,5436.161043231631
0803700014033027,27,Típica,0.0,5.17,43.81,54,MEDIO,0,5165.843790675407
0803700014033026,26,Típica,0.0,5.21,0.0,40,MEDIO,0,5214.201185184928
0803700014033025,25,Típica,2.0,5.26,75.29,42,ALTO,0,5263.086511678162
0803700014033023,23,Típica,1.0,5.36,0.0,37,ALTO,0,5362.269512462578
0803700014033012,12,Típica,2.0,5.32,0.0,29,ALTO,0,5316.494791078106
0803700014033011,11,Típica,0.0,5.27,0.0,43,MEDIO,0,5268.934827573566
0803700014033008,8,Típica,1.0,5.12,0.0,25,ALTO,0,5122.760283959754
0803700014033007,7,Típica,0.0,5.08,0.0,38,MEDIO,0,5076.305522392736
0803700014033006,6,Típica,0.0,5.03,0.0,53,MEDIO,0,5026.337003841536
0803700014033005,5,Típica,1.0,5.12,0.0,0,ALTO,0,5118.4436013921195
0803700014029031,31,Típica,1.0,5.71,0.0,24,ALTO,0,5705.907610849214
0803700014029030,30,Típica,4.0,5.23,6.28,193,ALTO,0,5225.0486476940805
0803700014029029,29,Típica,0.0,5.48,0.0,24,MEDIO,0,5475.613788221204
0803700014029028,28,Típica,1.0,5.52,37.55,49,ALTO,0,5518.724738622311
0803700014029027,27,Típica,0.0,5.57,81.26,51,MEDIO,0,5566.396092782978
0803700014029026,26,Típica,0.0,5.66,0.0,53,MEDIO,0,5660.470287201001
0803700014029025,25,Típica,2.0,5.61,44.93,25,ALTO,0,5607.373627584086
0803700014029024,24,Típica,0.0,5.56,0.0,36,MEDIO,0,5557.5039669612415
0803700014029012,12,Típica,2.0,5.46,0.0,50,ALTO,0,5463.3812904797005
0803700014029011,11,Típica,0.0,5.51,42.69,56,MEDIO,0,5511.555551299135
0803700014029008,8,Típica,1.0,5.46,0.0,31,ALTO,0,5456.017260620276
0803700014029006,6,Típica,0.0,5.35,0.0,59,MEDIO,0,5354.649169094294
0803700014014038,38,Típica,0.0,3.7,53.33,38,ALTO,0,3703.3337035471513
0803700014014033,33,Típica,0.0,3.73,0.0,26,MEDIO,0,3732.53748744118
0803700014014032,32,Típica,0.0,4.36,47.55,47,MEDIO,0,4356.757274844027
0803700014014031,31,Típica,1.0,4.41,0.0,29,ALTO,0,4408.125602202576
0803700014014030,30,Típica,4.0,4.47,0.0,24,ALTO,0,4472.868433458718
0803700014014028,28,Típica,1.0,3.78,0.0,58,ALTO,0,3775.545287872366
0803700014014017,17,Típica,1.0,3.88,0.0,35,ALTO,0,3883.0187305655
0803700014014016,16,Típica,2.0,3.9,84.15,21,ALTO,0,3899.943683700837
0803700014014014,14,Típica,1.0,4.28,34.03,24,ALTO,0,4282.02211148668
0803700014014013,13,Típica,0.0,4.35,52.9,26,MEDIO,0,4345.480635874658
0803700014014012,12,Típica,2.0,4.4,0.0,3,ALTO,0,4401.414652390894
0803700014014010,10,Típica,0.0,4.1,0.0,43,MEDIO,0,4097.741848521089
080370001400A061,61,Típica,0.0,3.54,0.0,0,MEDIO,0,3539.792723378854
080370001400A059,59,Típica,0.0,3.95,0.0,18,MEDIO,0,3947.347086836014
080370001400A058,58,Típica,0.0,4.0,0.0,0,MEDIO,0,3999.5471402760236
080370001400A046,46,Típica,0.0,3.97,0.0,33,MEDIO,0,3970.5926736035476
080370001400A043,43,Típica,0.0,4.19,0.0,20,MEDIO,0,4194.6822556042525
080370001400A039,39,Típica,2.0,3.96,0.0,69,ALTO,0,3962.8308862839517
080370001400A038,38,Típica,0.0,4.4,22.93,38,MEDIO,0,4401.908639718451
080370001400A025,25,Típica,2.0,4.35,0.0,31,ALTO,0,4354.148909290733
080370001400A023,23,Típica,1.0,3.85,0.0,54,ALTO,0,3846.28285356704
080370001400A022,22,Típica,1.0,3.8,43.87,62,ALTO,0,3800.043163348996
080370001400A020,20,Típica,0.0,3.88,48.01,52,ALTO,0,3875.356338605667
080370001400A019,19,Típica,1.0,3.94,50.74,25,ALTO,0,3937.52425135785
080370001400A018,18,Típica,1.0,3.94,0.0,7,ALTO,0,3936.6916963105905
080370001400A015,15,Típica,1.0,4.34,47.65,50,ALTO,0,4343.183753517696
080370001400A008,8,Típica,1.0,3.98,99.12,40,ALTO,0,3978.5223611546485
080370001400A006,6,Típica,0.0,4.16,48.14,83,ALTO,0,4164.308928311474
080370001400A005,5,Típica,1.0,4.0,42.91,74,ALTO,0,3997.960755592515
080370001400A004,4,Típica,0.0,3.93,92.92,71,MEDIO,0,3934.0423653034745
080370001400A003,3,Típica,5.0,4.03,0.0,29,ALTO,0,4029.189590138131
080370001400A001,1,Típica,2.0,4.01,104.42,49,ALTO,0,4006.7463427360085
080370001400A042,42,Típica,0.0,3.91,0.0,44,MEDIO,0,3906.0198612659656
080370001400A041,41,Típica,0.0,4.31,63.07,75,ALTO,0,4307.868640860744
0803700013980069,69,Típica,0.0,4.56,173.23,17,ALTO,0,4564.105119582354
0803700013980044,44,Típica,0.0,4.54,132.76,84,MEDIO,0,4542.313968984804
0803700013980041,41,Típica,0.0,4.71,0.0,9,MEDIO,0,4710.692043380022
0803700013980039,39,Típica,2.0,4.72,7.39,711,ALTO,0,4723.19671998579
0803700013980026,26,Típica,0.0,4.76,0.0,177,MEDIO,0,4764.382169116115
0803700013980020,20,Típica,0.0,4.5,8.11,184,MEDIO,0,4500.611420299213
0803700013980011,11,Típica,0.0,4.65,28.74,0,MEDIO,0,4648.801584913472
0803700013980010,10,Típica,0.0,4.59,51.84,110,ALTO,0,4587.203514878826
0803700013980009,9,Típica,0.0,4.55,58.94,101,ALTO,0,4548.936155802737
0803700013980008,8,Típica,1.0,4.51,10.87,99,ALTO,0,4513.342466413118
0803700013980007,7,Típica,0.0,4.48,51.71,60,MEDIO,0,4476.092726196553
0803700013976028,28,Típica,1.0,1.26,0.0,17,MEDIO,0,1263.8174872133427
0803700013976027,27,Típica,0.0,1.31,0.0,112,BAJO,0,1311.0524594564556
0803700013976026,26,Típica,0.0,1.22,0.0,4,BAJO,0,1216.6973496853725
0803700013976024,24,Típica,0.0,1.33,0.0,22,BAJO,0,1333.9729387992875
0803700013976023,23,Típica,1.0,1.28,18.74,32,ALTO,0,1278.6599681169398
0803700013976022,22,Típica,1.0,1.23,0.0,39,ALTO,0,1231.0025432206317
0803700013976021,21,Típica,0.0,1.18,0.0,60,BAJO,0,1176.751995574394
0803700013976011,11,Típica,0.0,1.18,0.0,50,BAJO,0,1181.3502043151589
0803700013976010,10,Típica,0.0,1.13,0.0,29,BAJO,0,1134.7870112488094
0803700013942012,12,Típica,2.0,4.18,0.0,62,ALTO,0,4176.644065010178
0803700013942010,10,Típica,0.0,3.99,0.0,44,MEDIO,0,3994.598490786942
0803700013938033,33,Típica,0.0,1.72,0.0,28,BAJO,0,1720.1666638290205
0803700013938032,32,Típica,0.0,1.74,0.0,20,BAJO,0,1738.164927996286
0803700013938031,31,Típica,1.0,1.67,0.0,0,MEDIO,0,1667.14220697267
0803700013938030,30,Típica,4.0,1.91,0.0,31,MEDIO,0,1907.290391690809
0803700013938029,29,Típica,0.0,1.81,0.0,75,BAJO,0,1808.888666845032
0803700013938028,28,Típica,1.0,1.77,0.0,79,MEDIO,0,1767.3710764528505
0803700013938026,26,Típica,0.0,1.66,0.0,68,BAJO,0,1662.1794573526051
0803700013938016,16,Típica,2.0,1.64,0.0,33,ALTO,0,1638.3531606934098
0803700013938015,15,Típica,1.0,1.97,0.0,120,ALTO,0,1970.5695936633801
0803700013938013,13,Típica,0.0,1.81,0.0,59,BAJO,0,1813.68627986988
0803700013938012,12,Típica,2.0,1.77,0.0,45,ALTO,0,1768.8456146694948
0803700013938011,11,Típica,0.0,1.73,0.0,25,BAJO,0,1733.1579352542217
0803700013938010,10,Típica,0.0,1.68,0.0,14,BAJO,0,1677.7943133159663
0803700013938009,9,Típica,0.0,1.51,1.48,6,BAJO,0,1510.828914797219
0803700013923032,32,Típica,0.0,2.74,77.59,47,BAJO,0,2735.5249922208595
0803700013923031,31,Típica,1.0,2.38,0.0,55,MEDIO,0,2379.5720282181783
0803700013923030,30,Típica,4.0,2.31,0.0,12,MEDIO,0,2307.020546247353
0803700013923029,29,Típica,0.0,2.01,54.24,120,BAJO,0,2012.9366234635866
0803700013923027,27,Típica,0.0,2.21,0.0,31,BAJO,0,2213.01757873276
0803700013923026,26,Típica,0.0,2.15,0.0,31,BAJO,0,2153.385653691186
0803700013923012,12,Típica,2.0,2.58,0.0,50,MEDIO,0,2580.2351512795117
0803700013923011,11,Típica,0.0,2.54,0.0,1,BAJO,0,2542.830057933491
0803700013923010,10,Típica,0.0,2.48,61.19,27,BAJO,0,2475.099984182764
0803700014103012,12,Típica,2.0,5.72,37.31,43,ALTO,0,5716.912833493204
0803700014103011,11,Típica,0.0,5.65,0.0,67,MEDIO,1,5649.148867029775
0803700014103010,10,Típica,0.0,5.45,48.18,29,MEDIO,1,5449.2490526989
0803700014103009,9,Típica,0.0,5.45,45.91,52,MEDIO,1,5454.700888756125
0803700014103008,8,Típica,1.0,5.34,70.11,82,ALTO,1,5342.877432992714
0803700014090047,47,Típica,1.0,5.84,0.0,59,ALTO,0,5837.985026437996
0803700014090046,46,Típica,0.0,6.06,0.0,32,MEDIO,0,6057.0983774085325
0803700014090045,45,Típica,0.0,6.09,0.0,28,MEDIO,0,6086.9360046598085
0803700014090044,44,Típica,0.0,5.81,0.0,2,MEDIO,0,5813.873849604985
0803700014090043,43,Típica,0.0,6.14,0.0,14,MEDIO,0,6144.262312857642
0803700014090040,40,Típica,0.0,5.79,42.25,77,MEDIO,0,5790.3405651642925
0803700013923009,9,Típica,0.0,2.11,0.0,120,BAJO,0,2114.3705610782436
0803700013923008,8,Típica,1.0,2.43,31.42,49,ALTO,0,2425.9798256104373
0803700013923007,7,Típica,0.0,2.47,13.24,18,BAJO,0,2469.636464466019
0803700013919042,42,Típica,0.0,3.03,14.52,0,MEDIO,0,3028.719422511286
0803700013919041,41,Típica,0.0,3.7,0.0,38,MEDIO,0,3701.6493502730746
0803700013919040,40,Típica,0.0,3.8,0.0,47,MEDIO,0,3803.9488540006746
0803700013919039,39,Típica,2.0,3.84,49.72,18,ALTO,0,3835.19743136588
0803700013919038,38,Típica,0.0,3.73,46.51,24,MEDIO,0,3733.6462624295127
0803700013919037,37,Típica,0.0,3.6,0.0,46,MEDIO,0,3602.271314602157
0803700013919036,36,Típica,0.0,3.64,48.23,35,MEDIO,0,3635.0709283204933
0803700013919035,35,Típica,0.0,3.68,45.87,143,ALTO,0,3680.460889411738
0803700013919023,23,Típica,1.0,3.0,0.0,10,MEDIO,0,3000.398698830888
0803700013919022,22,Típica,1.0,2.96,24.19,1,ALTO,0,2963.013512185396
0803700013919021,21,Típica,0.0,3.42,22.71,86,ALTO,0,3422.312630998511
0803700013919020,20,Típica,0.0,3.49,0.0,55,MEDIO,0,3490.017626303117
0803700013919019,19,Típica,1.0,3.55,0.0,71,ALTO,0,3551.9434827079226
0803700013919017,17,Típica,1.0,3.12,27.0,56,ALTO,0,3118.367937674423
0803700013919016,16,Típica,2.0,3.09,0.0,16,ALTO,0,3091.109528085644
0803700013919006,6,Típica,0.0,3.23,0.0,55,MEDIO,0,3229.423623672839
0803700013919005,5,Típica,1.0,3.16,24.05,73,ALTO,0,3163.518910132203
0803700013919004,4,Típica,0.0,3.2,0.0,114,MEDIO,0,3202.4917611835963
0803700013919003,3,Típica,5.0,3.3,0.0,98,ALTO,0,3299.4617135713966
0803700013919001,1,Típica,2.0,3.28,0.0,94,ALTO,0,3281.745239228962
0803700013904032,32,Típica,0.0,3.05,0.0,75,MEDIO,0,3045.5535643714397
0803700013904031,31,Típica,1.0,3.26,0.0,31,ALTO,0,3255.1179747122783
0803700013904030,30,Típica,4.0,3.24,0.0,13,ALTO,0,3242.506095441932
0803700013904027,27,Típica,0.0,3.11,0.0,166,MEDIO,0,3109.2782663644603
0803700013904026,26,Típica,0.0,2.79,0.0,56,BAJO,0,2785.482593835473
0803700013904025,25,Típica,2.0,2.72,0.0,62,MEDIO,0,2721.8711531109893
0803700013904011,11,Típica,0.0,2.99,45.46,67,BAJO,0,2987.5562901718376
0803700013904010,10,Típica,0.0,2.89,0.0,65,BAJO,0,2890.7090404783803
0803700013904009,9,Típica,0.0,2.82,0.0,14,BAJO,0,2819.5463157097342
0803700013904008,8,Típica,1.0,2.66,0.0,79,MEDIO,0,2661.3399718748956
0803700013904007,7,Típica,0.0,2.78,0.0,43,BAJO,0,2778.4378571367474
0803700013904006,6,Típica,0.0,2.86,0.0,76,BAJO,0,2859.8305522009778
0803700013891027,27,Típica,0.0,3.02,27.25,0,MEDIO,0,3015.7563080668688
0803700013891026,26,Típica,0.0,4.03,10.48,38,MEDIO,0,4026.6441998812365
0803700013891025,25,Típica,2.0,4.08,0.0,103,ALTO,0,4078.3967041554415
0803700013891024,24,Típica,0.0,4.16,0.0,9,MEDIO,0,4159.775170134508
0803700013891023,23,Típica,1.0,4.11,0.0,31,ALTO,0,4108.191918344744
0803700013891022,22,Típica,1.0,3.94,0.0,50,ALTO,0,3939.671006207607
0803700013891021,21,Típica,0.0,3.15,0.0,52,MEDIO,0,3148.467229433542
0803700013891009,9,Típica,0.0,3.28,10.85,22,MEDIO,0,3284.9147531731473
0803700013891008,8,Típica,1.0,3.7,11.07,51,ALTO,0,3701.0948878096224
0803700013891007,7,Típica,0.0,3.76,0.0,66,MEDIO,0,3758.1946349894497
0803700013891006,6,Típica,0.0,3.45,0.0,83,MEDIO,0,3451.4881598105294
0803700013891005,5,Típica,1.0,3.39,10.57,29,ALTO,0,3388.4960104204024
0803700013891004,4,Típica,0.0,3.49,0.0,117,MEDIO,0,3490.827053477207
0803700013887033,33,Típica,0.0,3.05,0.0,0,MEDIO,0,3048.2639883751335
0803700013887032,32,Típica,0.0,3.13,0.0,35,MEDIO,0,3134.6241293147236
0803700013887030,30,Típica,4.0,3.96,0.0,43,ALTO,0,3958.5861962148188
0803700013887027,27,Típica,0.0,3.14,0.0,5,MEDIO,0,3138.926360589467
0803700013887015,15,Típica,1.0,3.66,0.0,80,ALTO,0,3658.80683616686
0803700013887013,13,Típica,0.0,3.75,0.0,52,MEDIO,0,3753.0120294674743
0803700013887012,12,Típica,2.0,3.65,0.0,93,ALTO,0,3646.3859403823544
0803700013887011,11,Típica,0.0,3.54,0.0,67,MEDIO,0,3539.2862399824617
0803700013887010,10,Típica,0.0,3.43,0.0,75,MEDIO,0,3432.2457387901627
0803700013887009,9,Típica,0.0,3.32,9.26,131,MEDIO,0,3322.6356753362534
0803700013872023,23,Típica,1.0,3.5,0.0,25,ALTO,0,3500.1702712840465
0803700013872021,21,Típica,0.0,3.35,0.0,53,MEDIO,0,3351.0181811886887
0803700013872020,20,Típica,0.0,3.46,0.0,63,MEDIO,0,3459.597123436566
0803700013872018,18,Típica,1.0,3.08,0.0,65,ALTO,0,3083.6461303297647
0803700013872016,16,Típica,2.0,3.44,0.0,88,ALTO,0,3444.9414125464036
0803700013872014,14,Típica,1.0,3.12,0.0,64,ALTO,0,3115.102890209239
0803700013872003,3,Típica,5.0,3.42,0.0,184,ALTO,0,3416.437186378387
0803700013872002,2,Típica,1.0,3.17,31.19,51,ALTO,0,3174.637146271191
0803700013872001,1,Típica,2.0,3.21,0.0,74,ALTO,0,3212.524679716158
0803700013853040,40,Típica,0.0,2.93,0.0,101,BAJO,0,2929.4078010821668
0803700013853030,30,Típica,4.0,3.65,0.0,87,ALTO,0,3645.3063989420293
0803700013853029,29,Típica,0.0,3.77,0.0,169,MEDIO,0,3766.9735777179285
0803700013853028,28,Típica,1.0,3.72,0.0,112,ALTO,0,3717.967624866256
0803700013853027,27,Típica,0.0,3.67,0.0,75,MEDIO,0,3669.7620705657923
0803700013853026,26,Típica,0.0,3.62,0.0,97,MEDIO,0,3624.0366539081697
0803700013853025,25,Típica,2.0,3.58,0.0,54,ALTO,0,3578.4030982476
0803700013853024,24,Típica,0.0,3.57,15.29,75,MEDIO,0,3573.3976272304917
0803700013853011,11,Típica,0.0,2.68,0.0,86,BAJO,0,2680.9545534336676
0803700013853010,10,Típica,0.0,2.86,197.25,22,BAJO,0,2863.1016494832797
0803700013853009,9,Típica,0.0,3.18,0.0,127,MEDIO,0,3176.7631983440533
0803700013853008,8,Típica,1.0,3.02,36.05,45,ALTO,0,3016.0943794476225
0803700013853007,7,Típica,0.0,2.99,0.0,106,BAJO,0,2987.1392526833956
0803700013853006,6,Típica,0.0,2.86,26.41,65,BAJO,0,2863.377726783812
0803700013849041,41,Típica,0.0,2.79,0.0,33,BAJO,0,2792.207126938022
0803700013849040,40,Típica,0.0,2.82,24.5,3,BAJO,0,2823.83452075371
0803700013849039,39,Típica,2.0,2.69,63.46,111,ALTO,0,2685.6924233901414
0803700013849038,38,Típica,0.0,2.69,21.44,90,BAJO,0,2690.4681294605816
0803700013849037,37,Típica,0.0,2.71,21.07,11,MEDIO,0,2707.3057285516943
0803700013849036,36,Típica,0.0,1.83,0.0,0,BAJO,0,1831.7618295319596
0803700013849035,35,Típica,0.0,2.54,0.0,101,BAJO,0,2541.8215115138437
0803700013849034,34,Típica,0.0,2.56,0.0,92,BAJO,0,2557.2398120483294
0803700013849024,24,Típica,0.0,1.98,0.0,71,BAJO,0,1976.156576188959
0803700013849023,23,Típica,1.0,1.94,0.0,90,MEDIO,0,1942.5025731901997
0803700013849022,22,Típica,1.0,1.93,70.02,109,ALTO,0,1925.8509762584038
0803700013849021,21,Típica,0.0,2.02,0.0,7,BAJO,0,2016.9767515090105
0803700013849020,20,Típica,0.0,2.1,0.0,113,BAJO,0,2096.4459130722366
0803700013849019,19,Típica,1.0,2.23,50.0,85,ALTO,0,2234.6875976053934
0803700013849018,18,Típica,1.0,2.47,0.0,105,MEDIO,0,2467.601366737525
0803700013849017,17,Típica,1.0,2.42,0.0,77,ALTO,0,2423.059214795535
0803700013849006,6,Típica,0.0,2.32,0.0,119,BAJO,0,2317.30226808092
0803700013849005,5,Típica,1.0,2.2,0.0,46,ALTO,0,2202.820172222033
0803700013849004,4,Típica,0.0,2.18,45.71,79,BAJO,0,2180.5864901395116
0803700013849003,3,Típica,5.0,2.15,46.12,82,ALTO,0,2153.655248466301
0803700013849002,2,Típica,1.0,2.24,0.0,59,MEDIO,0,2240.1009222388066
0803700013849001,1,Típica,2.0,2.23,0.0,9,MEDIO,0,2234.244364421285
0803700013834034,34,Típica,0.0,3.43,0.0,0,MEDIO,0,3427.422600419663
0803700013834033,33,Típica,0.0,3.38,0.0,71,MEDIO,0,3376.814364159442
0803700013834023,23,Típica,1.0,3.52,0.0,220,ALTO,0,3520.041613080072
0803700013834022,22,Típica,1.0,3.3,0.0,105,ALTO,0,3295.7446696917514
0803700013834021,21,Típica,0.0,3.33,0.0,143,MEDIO,0,3330.8311492658
0803700013834020,20,Típica,0.0,3.5,0.0,200,MEDIO,0,3504.7915149169507
0803700013834019,19,Típica,1.0,3.29,0.0,132,ALTO,0,3293.281807202153
0803700013834017,17,Típica,1.0,3.49,0.0,152,ALTO,0,3489.9159961848445
0803700013834016,16,Típica,2.0,3.29,0.0,134,ALTO,0,3290.7177741740766
0803700013834014,14,Típica,1.0,3.48,0.0,120,ALTO,0,3478.205353964179
0803700013834002,2,Típica,1.0,3.45,0.0,67,ALTO,0,3445.39886571335
0803700013834001,1,Típica,2.0,3.29,0.0,116,ALTO,0,3293.6244448170696
080370001382A040,40,Típica,0.0,2.94,0.0,31,BAJO,0,2936.765372821019
080370001382A039,39,Típica,2.0,2.58,0.0,7,MEDIO,0,2584.3012924437053
080370001382A037,37,Típica,0.0,2.41,47.42,41,MEDIO,0,2409.423369109394
080370001382A036,36,Típica,0.0,2.22,0.0,170,BAJO,0,2223.7789089719245
080370001382A035,35,Típica,0.0,2.26,0.0,104,BAJO,0,2260.961255747946
080370001382A024,24,Típica,0.0,2.93,0.0,20,BAJO,0,2927.9050315668874
080370001382A021,21,Típica,0.0,2.44,0.0,60,BAJO,0,2438.6202383893838
080370001382A020,20,Típica,0.0,2.47,0.0,55,BAJO,0,2468.5898792861235
080370001382A019,19,Típica,1.0,2.5,0.0,69,ALTO,0,2502.936586165425
080370001382A018,18,Típica,1.0,2.54,0.0,79,MEDIO,0,2536.5790516580214
080370001382A017,17,Típica,1.0,2.57,0.0,129,MEDIO,0,2574.45449983584
080370001382A005,5,Típica,1.0,2.69,0.0,96,ALTO,0,2689.8646501277194
080370001382A004,4,Típica,0.0,2.83,0.0,85,BAJO,0,2831.7702813661604
080370001382A003,3,Típica,5.0,2.97,0.0,105,MEDIO,0,2971.8750266644206
080370001382A002,2,Típica,1.0,3.02,0.0,74,ALTO,0,3022.5005459516638
080370001382A001,1,Típica,2.0,2.81,0.0,78,MEDIO,0,2811.543094121951
0803700013815042,42,Típica,0.0,2.06,0.0,49,BAJO,0,2057.004885339472
0803700013815041,41,Típica,0.0,1.95,56.73,58,MEDIO,0,1949.245782721282
0803700013815030,30,Típica,4.0,2.79,0.0,56,MEDIO,0,2794.671349988574
0803700013815028,28,Típica,1.0,2.23,0.0,95,ALTO,0,2227.5761983772736
0803700013815027,27,Típica,0.0,2.1,0.0,38,BAJO,0,2100.1982476297044
0803700013815026,26,Típica,0.0,2.63,0.0,70,BAJO,0,2626.153016630483
0803700013815025,25,Típica,2.0,2.7,0.0,55,ALTO,0,2701.020500906256
0803700013815024,24,Típica,0.0,2.78,0.0,1,BAJO,0,2784.2169504096287
0803700013815014,14,Típica,1.0,2.52,0.0,114,MEDIO,0,2519.9845926538173
0803700013815013,13,Típica,0.0,2.61,0.0,5,BAJO,0,2610.2346763748424
0803700013815012,12,Típica,2.0,2.53,0.0,11,MEDIO,0,2526.9477047414157
0803700013815011,11,Típica,0.0,2.45,0.0,42,BAJO,0,2448.082542311084
0803700013815010,10,Típica,0.0,2.37,0.0,42,BAJO,0,2367.2256676363386
0803700013815009,9,Típica,0.0,2.28,22.88,37,MEDIO,0,2275.717565274165
0803700013815008,8,Típica,1.0,2.18,0.0,68,MEDIO,0,2182.7486995365975
0803700013815007,7,Típica,0.0,2.1,0.0,62,BAJO,0,2097.3211512073
0803700013800041,41,Típica,0.0,2.53,22.05,96,MEDIO,0,2528.910487435312
0803700013800040,40,Típica,0.0,2.58,0.0,72,BAJO,0,2578.003301616038
0803700013800039,39,Típica,2.0,2.61,0.0,18,MEDIO,0,2605.473148999207
0803700013800038,38,Típica,0.0,2.69,0.0,82,BAJO,0,2691.1617309004187
0803700013800036,36,Típica,0.0,2.03,0.0,44,BAJO,0,2029.7629099400656
0803700013800035,35,Típica,0.0,1.99,0.0,32,BAJO,0,1992.7807331442114
