CVEGEO,CVE_MZA,TIPOMZA,total_incendios,acceso_bomberos_km,densidad_vial,poblacion_total,riesgo_base,densidad_incendios_500m,distancia_bomberos_m
0803700011842029,29,Típica,0.0,1.69,0.0,0,BAJO,0,1689.2574407946831
0803700011842028,28,Típica,1.0,1.87,0.0,101,ALTO,0,1870.064070503879
0803700011842027,27,Típica,0.0,2.08,0.0,102,BAJO,0,2079.2000155950377
0803700011842026,26,Típica,0.0,1.87,44.17,103,BAJO,0,1870.8853632832356
0803700011842025,25,Típica,2.0,2.08,0.0,24,MEDIO,0,2084.47304720279
0803700011842023,23,Típica,1.0,2.1,0.0,106,ALTO,0,2104.2119669675417
0803700011842008,8,Típica,1.0,2.17,8.08,183,ALTO,0,2171.467631535113
0803700011842007,7,Típica,0.0,2.2,7.99,103,BAJO,0,2195.1863276357394
0803700011842006,6,Típica,0.0,1.99,0.0,23,BAJO,0,1988.0305181929893
0803700011842005,5,Típica,1.0,1.86,0.0,47,MEDIO,0,1860.5006250389572
0803700011804031,31,Típica,1.0,0.93,0.0,16,ALTO,0,930.6093921650341
0803700011804030,30,Típica,4.0,1.01,0.0,15,MEDIO,0,1013.1959480166129
0803700011804027,27,Típica,0.0,1.12,0.0,0,BAJO,0,1117.5920828109777
0803700011804011,11,Típica,0.0,1.22,0.0,154,BAJO,0,1215.4410370155258
0803700011804010,10,Típica,0.0,1.24,0.0,77,BAJO,0,1244.4978997098933
0803700011804008,8,Típica,1.0,1.44,38.07,90,ALTO,0,1438.9665923058626
0803700011804007,7,Típica,0.0,1.65,42.08,96,MEDIO,0,1654.8515868693778
0803700011804006,6,Típica,0.0,1.88,0.0,120,BAJO,0,1876.4764896569582
0803700011772010,10,Típica,0.0,1.41,0.0,47,BAJO,0,1410.5160865288303
0803700011772004,4,Típica,0.0,1.33,33.8,34,MEDIO,0,1332.287354014281
0803700011772002,2,Típica,1.0,1.2,19.29,43,ALTO,0,1197.3023865991497
0803700011768011,11,Típica,0.0,1.7,0.0,180,BAJO,0,1704.4425004502116
0803700011749024,24,Típica,0.0,0.98,0.0,37,BAJO,0,978.8991033951871
0803700011749019,19,Típica,1.0,1.38,87.71,16,ALTO,0,1376.9814505893928
0803700011749018,18,Típica,1.0,1.3,16.59,55,ALTO,0,1302.8497012830112
0803700011734030,30,Típica,4.0,1.43,0.0,51,MEDIO,0,1431.3933613731995
0803700011734029,29,Típica,0.0,1.44,0.0,75,BAJO,0,1442.7135137920427
0803700011734009,9,Típica,0.0,1.57,0.0,58,BAJO,0,1567.8402504126082
0803700011734008,8,Típica,1.0,1.62,0.0,49,ALTO,0,1615.5728402952964
0803700011734007,7,Típica,0.0,1.66,0.0,40,BAJO,0,1662.0132311261693
080370001172A033,33,Típica,0.0,2.13,0.0,28,BAJO,0,2126.245455913523
080370001172A032,32,Típica,0.0,2.11,0.0,34,BAJO,0,2110.5523721230275
080370001172A031,31,Típica,1.0,2.15,0.0,63,MEDIO,0,2149.879614697536
080370001172A010,10,Típica,0.0,1.89,0.0,35,BAJO,0,1885.8784745401688
080370001172A009,9,Típica,0.0,1.93,0.0,42,BAJO,0,1931.6600187106535
080370001172A008,8,Típica,1.0,1.98,0.0,38,MEDIO,0,1981.1937099916872
080370001172A006,6,Típica,0.0,1.98,0.0,75,BAJO,0,1981.269606193773
080370001172A005,5,Típica,1.0,1.94,0.0,0,MEDIO,0,1938.4246806635383
080370001172A004,4,Típica,0.0,1.88,0.0,36,BAJO,0,1881.951730374158
0803700011715032,32,Típica,0.0,2.7,0.0,12,BAJO,0,2699.929570736146
0803700011715031,31,Típica,1.0,2.31,0.0,3,MEDIO,0,2307.4756169607645
0803700011715029,29,Típica,0.0,2.5,0.0,132,BAJO,0,2498.8778778343667
0803700011715028,28,Típica,1.0,2.54,0.0,160,MEDIO,0,2543.695105657722
0803700011715015,15,Típica,1.0,2.23,0.0,37,MEDIO,0,2231.877364084346
0803700011715014,14,Típica,1.0,2.24,17.96,42,ALTO,0,2237.2131875328964
0803700011715013,13,Típica,0.0,2.31,0.0,100,BAJO,0,2305.09293538871
0803700011715012,12,Típica,2.0,2.36,0.0,71,MEDIO,0,2357.0121084529833
0803700011715011,11,Típica,0.0,2.33,49.48,122,MEDIO,0,2325.449477978625
0803700011715010,10,Típica,0.0,2.27,0.0,120,BAJO,0,2274.30403126145
0803700011700034,34,Típica,0.0,4.26,0.0,32,MEDIO,0,4260.158489017216
0803700011700031,31,Típica,1.0,4.17,0.0,90,ALTO,0,4174.154822057844
0803700011700030,30,Típica,4.0,4.39,0.0,80,ALTO,0,4392.676815955012
0803700011700029,29,Típica,0.0,4.57,0.0,97,MEDIO,0,4574.156136510991
0803700011700013,13,Típica,0.0,4.27,0.0,48,MEDIO,0,4274.503255983408
0803700011700012,12,Típica,2.0,4.35,64.73,33,ALTO,0,4352.198366499043
0803700011700009,9,Típica,0.0,4.66,0.0,99,MEDIO,0,4659.32780262237
0803700011700008,8,Típica,1.0,4.45,0.0,137,ALTO,0,4445.791512009038
0803700011700004,4,Típica,0.0,4.48,0.0,110,MEDIO,0,4481.169427382037
0803700011698022,22,Típica,1.0,5.0,32.94,59,ALTO,0,4995.21259403014
0803700011698021,21,Típica,0.0,4.8,0.0,131,MEDIO,0,4802.003476413446
0803700011698019,19,Típica,1.0,4.47,0.0,22,ALTO,0,4471.188511294612
0803700011698018,18,Típica,1.0,4.57,33.28,65,ALTO,0,4572.3482324682755
0803700011698017,17,Típica,1.0,4.76,33.73,61,ALTO,0,4763.363404893567
0803700011698016,16,Típica,2.0,4.96,33.64,40,ALTO,0,4963.7591183557015
0803700011698004,4,Típica,0.0,4.7,0.0,95,MEDIO,0,4703.0546144497675
0803700011698003,3,Típica,5.0,4.91,0.0,79,ALTO,0,4905.763768683219
0803700011683018,18,Típica,1.0,4.16,0.0,37,ALTO,0,4157.993513674571
0803700016650039,39,Típica,2.0,6.31,0.0,125,ALTO,0,6305.815367851353
0803700016650010,10,Típica,0.0,6.36,0.0,105,MEDIO,2,6364.335684009514
0803700016576078,78,Típica,0.0,6.38,0.0,144,MEDIO,0,6380.562689219468
0803700016576014,14,Típica,1.0,6.15,0.0,0,ALTO,0,6152.714707721716
0803700016561025,25,Típica,2.0,5.55,55.34,0,ALTO,0,5548.415990082768
0803700016557032,32,Típica,0.0,5.4,0.0,224,MEDIO,0,5395.381192182189
0803700016557006,6,Típica,0.0,5.62,0.0,130,MEDIO,0,5623.58949135753
0803700016542047,47,Típica,1.0,5.75,0.0,125,ALTO,0,5751.568420919934
0803700016542031,31,Típica,1.0,5.43,0.0,38,ALTO,0,5434.495505330482
0803700016504020,20,Típica,0.0,5.2,15.42,157,MEDIO,0,5199.454824630071
080370001642A001,1,Típica,2.0,3.33,0.0,100,ALTO,0,3328.568211093541
0803700016400005,5,Típica,1.0,4.19,0.0,355,ALTO,0,4190.836598996138
0803700016398023,23,Típica,1.0,3.62,0.0,0,ALTO,0,3615.8981129789504
0803700016307019,19,Típica,1.0,3.66,57.94,148,ALTO,0,3658.848408512351
0803700016275037,37,Típica,0.0,3.29,203.6,0,MEDIO,0,3288.8690128542758
0803700016275011,11,Típica,0.0,3.84,0.0,125,MEDIO,0,3841.3506022574556
0803700016241007,7,Típica,0.0,2.91,17.64,365,BAJO,0,2913.1380162463943
0803700016595054,54,Típica,0.0,7.46,0.0,70,MEDIO,0,7464.9734190177505
080370001770A056,56,Típica,0.0,7.24,0.0,82,MEDIO,2,7243.991683754292
0803700016595017,17,Típica,1.0,7.24,0.0,90,ALTO,0,7237.6038684320765
0803700016580030,30,Típica,4.0,6.53,17.55,114,ALTO,0,6526.942350222961
0803700016237019,19,Típica,1.0,3.42,0.0,177,ALTO,0,3417.7228035848807
0803700016190007,7,Típica,0.0,4.93,0.0,0,MEDIO,0,4926.643994966084
0803700016190006,6,Típica,0.0,4.93,22.67,39,MEDIO,0,4926.369837803223
0803700016114025,25,Típica,2.0,2.0,0.0,140,ALTO,0,1999.7557872008338
0803700016082013,13,Típica,0.0,5.04,0.0,60,MEDIO,0,5037.379920548862
0803700016059013,13,Típica,0.0,5.56,0.0,87,MEDIO,0,5557.494362699913
0803700016044033,33,Típica,0.0,5.33,0.0,36,MEDIO,0,5333.185334369913
0803700016044014,14,Típica,1.0,5.1,0.0,61,ALTO,0,5102.065106758419
0803700016006025,25,Típica,2.0,0.61,0.0,47,MEDIO,0,613.2982876398561
0803700016006007,7,Típica,0.0,0.88,23.39,41,BAJO,0,877.8675448137673
0803700015991031,31,Típica,1.0,1.1,0.0,52,MEDIO,0,1095.7668250957834
0803700015991013,13,Típica,0.0,0.9,35.73,43,BAJO,0,900.5856385158901
0803700015972036,36,Típica,0.0,5.24,50.35,98,MEDIO,0,5236.301896204079
0803700015972017,17,Típica,1.0,5.43,49.47,137,ALTO,0,5431.78889737731
0803700015968023,23,Típica,1.0,5.28,0.0,0,ALTO,0,5279.858981962733
0803700015900013,13,Típica,0.0,6.22,0.0,177,MEDIO,0,6221.481807490768
080370001585A038,38,Típica,0.0,3.31,0.0,274,MEDIO,0,3308.296408649795
080370001585A025,25,Típica,2.0,3.35,0.0,165,ALTO,0,3354.373217702538
0803700015845016,16,Típica,2.0,2.62,0.0,134,ALTO,0,2624.867456395331
0803700015737003,3,Típica,5.0,4.53,0.0,78,ALTO,0,4534.160907932411
0803700015629032,32,Típica,0.0,4.52,43.34,79,ALTO,0,4522.136110420949
0803700015629015,15,Típica,1.0,4.42,58.97,40,ALTO,0,4417.236819948062
0803700015614032,32,Típica,0.0,4.19,40.68,133,MEDIO,0,4194.096912898137
0803700015614016,16,Típica,2.0,4.76,70.75,70,ALTO,0,4761.619141962554
080370001560A001,1,Típica,2.0,11.33,0.0,3,ALTO,0,11330.471241695323
0803700015525043,43,Típica,0.0,12.7,0.0,0,MEDIO,0,12701.419845098286
0803700015510020,20,Típica,0.0,13.65,0.0,0,MEDIO,0,13651.163458801717
0803700015347009,9,Típica,0.0,4.63,0.0,74,MEDIO,0,4634.713164955058
0803700015309030,30,Típica,4.0,5.42,78.39,109,ALTO,0,5416.0810524660155
0803700015309013,13,Típica,0.0,5.19,105.53,24,MEDIO,0,5185.652029627021
0803700015224058,58,Típica,0.0,4.84,0.0,44,MEDIO,0,4842.4727443614565
0803700015224026,26,Típica,0.0,4.19,5.99,34,MEDIO,0,4187.368056507145
080370001521A025,25,Típica,2.0,0.94,0.0,111,ALTO,0,943.6739393591104
0803700015205021,21,Típica,0.0,0.73,0.0,145,BAJO,0,728.3321101234429
0803700015192026,26,Típica,0.0,3.92,45.46,39,ALTO,0,3920.6167714840353
0803700015188029,29,Típica,0.0,3.37,0.0,24,MEDIO,0,3365.266328069523
0803700015135009,9,Típica,0.0,3.27,0.19,253,MEDIO,0,3272.6264886666117
0803700015120028,28,Típica,1.0,3.53,0.0,103,ALTO,0,3532.167271805469
0803700015120013,13,Típica,0.0,3.77,0.0,26,MEDIO,0,3765.212335097293
0803700015116057,57,Típica,0.0,6.25,0.0,93,MEDIO,0,6252.368944419668
0803700015116003,3,Típica,5.0,6.03,0.0,225,ALTO,0,6029.813542437624
0803700015084024,24,Típica,0.0,0.9,0.0,104,BAJO,0,904.3259209466624
0803700015084007,7,Típica,0.0,0.88,0.0,81,BAJO,0,875.930660468132
080370001507A017,17,Típica,1.0,0.4,0.0,74,MEDIO,0,397.5127558910702
0803700015065050,50,Típica,0.0,0.17,51.25,35,BAJO,0,167.80553228606232
0803700015065032,32,Típica,0.0,0.15,0.0,62,BAJO,0,149.19878449540093
0803700015050050,50,Típica,0.0,0.43,0.0,35,BAJO,0,426.38235923929926
0803700015050028,28,Típica,1.0,0.99,0.0,27,ALTO,0,986.9842856810814
0803700015050010,10,Típica,0.0,0.78,74.26,46,BAJO,0,779.802032656556
0803700015031016,16,Típica,2.0,1.62,89.24,43,ALTO,0,1623.5532938879478
0803700015027018,18,Típica,1.0,1.12,0.0,75,MEDIO,0,1116.2914810404195
0803700015027001,1,Típica,2.0,1.27,0.0,28,MEDIO,0,1272.9050460774024
0803700015012018,18,Típica,1.0,0.82,0.0,89,ALTO,0,820.9128110747469
0803700014974042,42,Típica,0.0,2.83,0.0,19,BAJO,0,2825.5374132241363
0803700014940021,21,Típica,0.0,2.08,0.0,186,BAJO,0,2082.272297775265
0803700014940002,2,Típica,1.0,2.32,44.56,85,ALTO,0,2318.6243807991764
0803700014902014,14,Típica,1.0,6.17,0.0,52,ALTO,0,6165.439297647015
0803700014885032,32,Típica,0.0,5.83,0.0,13,MEDIO,0,5825.442288200961
0803700014866019,19,Típica,1.0,6.48,48.32,38,ALTO,0,6479.124252506778
0803700014828039,39,Típica,2.0,11.44,0.0,13,ALTO,0,11442.762011640038
0803700014828017,17,Típica,1.0,11.58,0.0,63,ALTO,0,11575.398979612844
0803700014813053,53,Típica,0.0,12.95,28.8,35,ALTO,0,12951.726940098059
0803700014796052,52,Típica,0.0,4.4,0.0,111,MEDIO,0,4395.469163839918
0803700014781015,15,Típica,1.0,2.51,0.0,104,MEDIO,0,2508.2051766352047
0803700014743002,2,Típica,1.0,3.88,0.0,39,ALTO,0,3877.7836916530814
0803700014739017,17,Típica,1.0,10.97,0.0,0,ALTO,0,10972.734871194894
0803700014724035,35,Típica,0.0,11.24,29.34,5,ALTO,0,11243.063181358038
0803700014724015,15,Típica,1.0,10.88,0.0,0,ALTO,0,10881.410700277303
080370001471A016,16,Típica,2.0,10.34,0.0,1,ALTO,0,10339.954314954408
0803700014705022,22,Típica,1.0,3.78,190.68,22,ALTO,0,3783.248696179309
0803700014692014,14,Típica,1.0,3.31,60.46,23,ALTO,0,3313.8546931730316
0803700014688045,45,Típica,0.0,0.34,0.0,3,BAJO,0,341.33108905739056
0803700014688013,13,Típica,0.0,0.23,0.0,35,BAJO,0,226.3970958304145
0803700014673010,10,Típica,0.0,0.73,0.0,37,BAJO,0,729.1608603404368
0803700014669024,24,Típica,0.0,3.3,0.0,75,MEDIO,0,3300.0896204022856
0803700014669007,7,Típica,0.0,3.29,8.86,53,MEDIO,0,3288.4000358702956
0803700014635021,21,Típica,0.0,1.33,0.0,109,BAJO,0,1330.0763725220309
0803700014620035,35,Típica,0.0,4.6,7.7,41,MEDIO,0,4598.087430831746
0803700014616037,37,Típica,0.0,5.56,0.0,5,MEDIO,0,5556.359197361485
0803700014616002,2,Típica,1.0,5.31,0.0,46,ALTO,0,5310.79890420313
0803700014584027,27,Típica,0.0,5.99,0.0,65,MEDIO,0,5992.337341177285
080370001457A006,6,Típica,0.0,5.87,0.0,61,MEDIO,0,5865.4247631993185
0803700014368012,12,Típica,2.0,3.37,55.24,124,ALTO,0,3370.8578771783814
0803700014353039,39,Típica,2.0,3.03,0.0,16,ALTO,0,3029.8674065135947
0803700014349044,44,Típica,0.0,3.84,0.0,79,MEDIO,0,3838.271975632384
0803700014334017,17,Típica,1.0,4.01,10.2,89,ALTO,0,4007.3363938055304
080370001432A026,26,Típica,0.0,4.29,0.0,134,MEDIO,0,4293.970910759742
0803700013482024,24,Típica,0.0,4.47,16.63,209,MEDIO,0,4472.651698093038
0803700013270039,39,Típica,2.0,5.75,0.0,77,ALTO,0,5746.834656351499
0803700013266049,49,Típica,0.0,8.64,0.0,46,MEDIO,0,8640.190557331176
0803700013266023,23,Típica,1.0,9.3,0.0,6,ALTO,0,9303.455739431854
0803700012978060,60,Típica,1.0,4.05,45.6,35,ALTO,0,4054.7310995408097
0803700012978002,2,Típica,1.0,4.07,41.28,37,ALTO,0,4069.9157220018383
0803700012963031,31,Típica,1.0,4.81,13.33,65,ALTO,0,4805.52973212088
0803700012963011,11,Típica,0.0,4.53,83.33,37,MEDIO,0,4533.6545096842765
0803700012959004,4,Típica,0.0,4.39,41.05,57,MEDIO,0,4394.203257039663
080370001293A031,31,Típica,1.0,1.81,0.0,114,ALTO,0,1805.7881077467425
0803700012925053,53,Típica,0.0,1.85,0.0,63,BAJO,0,1848.812404793973
0803700012840030,30,Típica,4.0,2.93,0.0,27,MEDIO,0,2926.396038269352
0803700012836015,15,Típica,1.0,2.44,0.0,29,ALTO,0,2437.1670171906303
0803700012821045,45,Típica,0.0,2.22,0.0,18,BAJO,0,2224.450154503916
0803700012817023,23,Típica,1.0,0.76,0.0,68,ALTO,0,761.1130261972243
0803700012770021,21,Típica,0.0,2.79,0.0,127,BAJO,0,2791.950319212012
0803700012770020,20,Típica,0.0,2.87,0.0,50,BAJO,0,2866.789678636744
0803700012751005,5,Típica,1.0,2.35,23.21,52,ALTO,0,2347.755528358201
0803700012747053,53,Típica,0.0,2.94,0.0,82,BAJO,0,2941.7674694636403
0803700012747023,23,Típica,1.0,3.17,0.0,54,ALTO,0,3171.0903448012896
0803700012713039,39,Típica,2.0,5.23,0.0,153,ALTO,0,5229.813900405653
0803700011151018,18,Típica,1.0,3.96,32.7,54,ALTO,1,3958.941249385799
0803700011147028,28,Típica,1.0,4.62,37.24,38,ALTO,1,4624.185886322968
0803700011043044,44,Típica,0.0,4.42,65.18,32,MEDIO,1,4424.264309226801
080370001101A057,57,Típica,0.0,4.64,132.8,18,ALTO,0,4643.585287370095
080370001101A032,32,Típica,0.0,4.64,0.0,66,MEDIO,0,4638.3929831700325
0803700010929061,61,Típica,0.0,4.45,0.0,18,MEDIO,0,4454.623621296753
080370001090A014,14,Típica,1.0,4.79,47.32,31,ALTO,0,4789.355567878235
0803700010897084,84,Típica,0.0,4.38,155.96,8,MEDIO,0,4382.9351852137015
0803700012624024,24,Típica,0.0,2.25,0.0,27,BAJO,0,2251.2939054412413
0803700012624023,23,Típica,1.0,2.26,0.0,23,MEDIO,0,2255.5549078714325
0803700012624022,22,Típica,1.0,2.18,0.0,22,MEDIO,0,2182.567737030232
0803700012624021,21,Típica,0.0,2.11,76.36,21,BAJO,0,2111.6187025092063
0803700012624020,20,Típica,0.0,2.02,0.0,68,BAJO,0,2021.7778949349658
0803700012624006,6,Típica,0.0,1.94,0.0,29,BAJO,0,1939.9030778167123
0803700012624005,5,Típica,1.0,1.94,0.0,27,ALTO,0,1937.4883789259852
0803700012624004,4,Típica,0.0,2.02,0.0,29,BAJO,0,2016.1567259876147
0803700012624001,1,Típica,2.0,2.02,0.0,41,MEDIO,0,2019.3275892103325
0803700017127047,47,Típica,1.0,5.26,24.84,99,ALTO,0,5262.712559985677
0803700017127046,46,Típica,0.0,6.16,44.2,0,ALTO,0,6155.945319767785
0803700017127045,45,Típica,0.0,6.17,43.59,58,MEDIO,0,6166.061753465548
0803700017127044,44,Típica,0.0,6.18,66.85,26,ALTO,0,6181.102467739822
0803700017127043,43,Típica,0.0,5.26,79.99,59,ALTO,0,5259.7053798655725
0803700017127028,28,Típica,1.0,5.99,0.0,69,ALTO,0,5986.663434484944
0803700017127027,27,Típica,0.0,5.2,77.63,90,MEDIO,0,5200.002565119408
0803700017127026,26,Típica,0.0,5.23,57.7,109,ALTO,0,5233.086940848413
0803700017127025,25,Típica,2.0,5.27,52.23,91,ALTO,0,5269.605419107697
0803700017127014,14,Típica,1.0,5.73,0.0,62,ALTO,0,5734.440618937444
0803700017127013,13,Típica,0.0,5.66,0.0,169,MEDIO,0,5659.678572025373
0803700017127012,12,Típica,2.0,5.55,13.59,87,ALTO,0,5548.593404293217
0803700017127002,2,Típica,1.0,5.79,0.0,30,ALTO,0,5786.665380331367
0803700017112040,40,Típica,0.0,6.58,85.11,50,ALTO,0,6582.182436184355
0803700017112039,39,Típica,2.0,7.03,0.0,95,ALTO,0,7032.806335552477
0803700017112038,38,Típica,0.0,6.97,8.85,111,MEDIO,0,6965.49740157739
0803700017112036,36,Típica,0.0,6.68,0.0,257,MEDIO,0,6684.395001317015
0803700017112020,20,Típica,0.0,7.41,0.0,122,MEDIO,0,7414.4375848366635
0803700017112018,18,Típica,1.0,7.28,11.61,39,ALTO,0,7278.947492078905
0803700017112005,5,Típica,1.0,6.98,0.0,36,ALTO,0,6977.231315872265
0803700017112003,3,Típica,5.0,6.95,38.28,147,ALTO,0,6951.90552779473
0803700017112001,1,Típica,2.0,4.78,0.64,0,ALTO,0,4782.732569038214
0803700017131024,24,Típica,0.0,5.94,0.0,10,MEDIO,0,5942.217376312242
0803700012450028,28,Típica,1.0,2.55,71.13,59,ALTO,0,2549.884583443202
080370001208A054,54,Típica,0.0,3.5,19.54,0,MEDIO,0,3503.26822586777
080370001208A053,53,Típica,0.0,3.48,0.0,99,MEDIO,0,3480.9322685906313
080370001208A052,52,Típica,0.0,3.41,71.06,59,ALTO,0,3410.0587821746017
080370001208A048,48,Típica,1.0,3.37,0.0,68,ALTO,0,3371.2349161670036
080370001208A025,25,Típica,2.0,3.07,20.78,37,ALTO,0,3067.794261169726
080370001208A024,24,Típica,0.0,2.93,16.37,55,MEDIO,0,2931.586945571499
080370001208A023,23,Típica,1.0,2.85,45.47,36,ALTO,0,2845.982329880357
080370001208A022,22,Típica,1.0,2.69,13.15,0,ALTO,0,2691.92732768148
080370001208A006,6,Típica,0.0,3.51,46.97,126,MEDIO,0,3511.554062218366
080370001208A005,5,Típica,1.0,3.46,12.96,97,ALTO,0,3460.6510733845803
080370001208A003,3,Típica,5.0,3.35,0.0,0,ALTO,0,3347.2812477712596
080370001208A002,2,Típica,1.0,3.33,49.35,58,ALTO,0,3327.2296217837693
080370001208A001,1,Típica,2.0,3.41,0.0,80,ALTO,0,3407.1018323589237
080370001208A028,28,Típica,1.0,3.52,56.12,91,ALTO,0,3518.7383632954297
0803700017678052,52,Típica,0.0,6.11,65.09,136,ALTO,0,6113.174975367524
0803700010897096,96,Típica,0.0,4.7,18.85,43,ALTO,0,4699.847376525964
0803700018233045,45,Típica,0.0,7.4,21.62,7,MEDIO,0,7395.700664951064
080370001813A002,2,Típica,1.0,14.66,0.0,0,ALTO,0,14663.284861239488
0803700018040013,13,Típica,0.0,15.67,0.0,34,MEDIO,0,15670.260156446682
0803700018021047,47,Típica,1.0,11.37,0.0,76,ALTO,0,11367.129057703853
0803700018017053,53,Típica,0.0,11.27,61.55,0,MEDIO,0,11274.138351308397
0803700018017032,32,Típica,0.0,11.49,0.0,145,MEDIO,0,11485.611072395113
0803700018017014,14,Típica,1.0,11.57,0.0,126,ALTO,0,11565.224513487598
0803700017998074,74,Típica,0.0,11.39,0.0,0,MEDIO,0,11390.301590167692
0803700017998023,23,Típica,1.0,11.75,16.08,81,ALTO,0,11749.186216580434
0803700017983035,35,Típica,0.0,10.73,0.0,0,MEDIO,0,10732.450746721288
0803700017964053,53,Típica,0.0,11.21,0.0,85,MEDIO,0,11207.48366961771
0803700017907043,43,Típica,0.0,10.33,0.0,100,MEDIO,0,10332.353089672028
0803700017894016,16,Típica,2.0,9.69,0.0,71,ALTO,0,9688.624936372044
0803700017822046,46,Típica,0.0,8.78,94.25,0,MEDIO,0,8781.720861991107
0803700017818046,46,Típica,0.0,8.08,0.0,55,MEDIO,0,8083.818909696327
0803700017803010,10,Típica,0.0,12.0,24.41,0,ALTO,0,11996.006463234819
0803700017786043,43,Típica,0.0,9.02,97.46,0,MEDIO,0,9023.424698217475
0803700017733021,21,Típica,0.0,9.58,0.0,0,MEDIO,0,9579.035305687732
0803700017733003,3,Típica,5.0,9.07,29.53,0,ALTO,0,9067.725580441895
0803700017729023,23,Típica,1.0,8.46,0.0,0,ALTO,0,8460.083062530677
0803700017714041,41,Típica,0.0,8.13,0.0,96,MEDIO,0,8130.847785635844
0803700017714017,17,Típica,1.0,7.77,0.0,37,ALTO,0,7767.7534998727115
0803700017697020,20,Típica,0.0,6.6,51.13,161,ALTO,0,6597.834326383739
0803700017625011,11,Típica,0.0,15.34,0.0,111,MEDIO,0,15337.654994550716
0803700017396015,15,Típica,1.0,5.55,0.0,164,ALTO,0,5552.967437496871
0803700017381001,1,Típica,2.0,12.24,0.0,0,ALTO,0,12243.562458378314
080370001731A024,24,Típica,0.0,7.02,0.0,0,MEDIO,0,7023.79032765602
0803700017273042,42,Típica,0.0,6.06,0.0,128,MEDIO,0,6060.5232945990165
0803700017273005,5,Típica,1.0,6.3,0.0,31,ALTO,0,6298.585380482269
0803700017184029,29,Típica,0.0,7.13,0.0,137,MEDIO,0,7127.935711714482
0803700017184001,1,Típica,2.0,6.54,8.31,32,ALTO,0,6538.337913333485
0803700017131041,41,Típica,0.0,5.64,0.0,0,MEDIO,0,5636.158153040396
0803700017131015,15,Típica,1.0,6.31,47.97,36,ALTO,0,6314.378388242478
0803700017127033,33,Típica,0.0,6.06,44.19,25,ALTO,0,6055.4438704261875
0803700017127032,32,Típica,0.0,5.3,80.75,102,MEDIO,0,5295.14431461356
0803700017127016,16,Típica,2.0,5.92,0.0,58,ALTO,0,5916.088120670058
0803700017127003,3,Típica,5.0,5.87,0.0,78,ALTO,0,5867.294444539138
0803700017112043,43,Típica,0.0,6.66,0.0,87,MEDIO,0,6659.885631176014
0803700017112026,26,Típica,0.0,7.21,0.0,102,MEDIO,0,7206.036830704568
0803700017108056,56,Típica,0.0,7.41,124.24,95,MEDIO,0,7414.443811503665
0803700017108043,43,Típica,0.0,8.26,0.0,0,MEDIO,0,8264.26294344973
0803700017108013,13,Típica,0.0,6.89,0.0,68,MEDIO,0,6890.755116484584
0803700017095039,39,Típica,2.0,6.65,0.0,78,ALTO,0,6647.353496212258
0803700017095023,23,Típica,1.0,6.41,0.0,136,ALTO,0,6410.126715927933
0803700017080049,49,Típica,0.0,5.84,0.0,65,MEDIO,0,5835.548837568061
0803700017080014,14,Típica,1.0,5.34,0.0,100,ALTO,0,5344.599932035682
0803700017076048,48,Típica,1.0,4.56,19.12,7,ALTO,0,4555.08443724727
0803700017061047,47,Típica,1.0,3.31,0.0,74,ALTO,0,3312.9070948278663
0803700017042017,17,Típica,1.0,5.15,55.26,167,ALTO,0,5152.634857752814
0803700017150017,17,Típica,1.0,5.99,0.0,22,ALTO,0,5990.034012667532
0803700017023049,49,Típica,0.0,3.49,0.0,112,MEDIO,0,3493.867254663961
0803700017023037,37,Típica,0.0,3.41,0.0,129,MEDIO,0,3405.807179813091
0803700017023028,28,Típica,1.0,3.55,0.0,161,ALTO,0,3551.8825663517955
0803700016966027,27,Típica,0.0,3.74,0.0,0,MEDIO,0,3740.1060460483573
0803700016947028,28,Típica,1.0,3.86,0.0,0,ALTO,0,3861.0934388167148
0803700016913064,64,Típica,0.0,6.17,0.0,93,MEDIO,0,6165.909598653051
0803700016913048,48,Típica,1.0,6.17,0.0,0,ALTO,0,6168.131356736247
0803700017540001,1,Típica,2.0,4.49,0.0,3,ALTO,0,4487.581377379447
0803700017451029,29,Típica,0.0,7.44,28.08,106,ALTO,0,7440.449867096511
0803700017396018,18,Típica,1.0,5.6,0.0,165,ALTO,0,5603.400553548359
0803700017396016,16,Típica,2.0,5.49,0.0,64,ALTO,0,5494.233196098397
0803700017324004,4,Típica,0.0,7.41,0.0,0,MEDIO,0,7407.793677671994
0803700017324003,3,Típica,5.0,7.39,0.0,0,ALTO,0,7389.8606475501065
080370001731A015,15,Típica,1.0,6.83,0.0,174,ALTO,0,6827.7827473722755
080370001731A014,14,Típica,1.0,6.86,0.0,159,ALTO,0,6855.556938154922
0803700017292016,16,Típica,2.0,6.64,0.0,164,ALTO,0,6639.459606720616
0803700017292010,10,Típica,0.0,7.25,142.91,168,ALTO,0,7251.381138551618
0803700017288013,13,Típica,0.0,6.76,0.0,80,MEDIO,0,6757.963728385077
0803700017288011,11,Típica,0.0,6.85,69.98,149,MEDIO,0,6854.777353870885
0803700017288001,1,Típica,2.0,7.15,1.94,0,ALTO,0,7146.837310492824
0803700017273031,31,Típica,1.0,6.12,0.0,149,ALTO,0,6118.683453371786
0803700017273027,27,Típica,0.0,6.01,0.0,233,MEDIO,0,6012.5806725068005
0803700017273026,26,Típica,0.0,5.96,0.0,159,MEDIO,0,5958.469427812256
